000809745589000000000000982700065000860000324010400060400006871070908450658104009,236819745589247613147653982724365198865791324913482567492536871371928456658174239
000000093307060000019030702090582004205000309080000007100907036570003021038006400,462718593357269148819435762793582614245671389681394257124957836576843921938126475
000002306000401009001059080605283007298107403100000800702908045509700200000000901,954872316867431529321659784645283197298167453173594862732918645519746238486325971
604082000070160308000397062743920810500000030002003006316200504480635921905410070,634582197279164358851397462743926815568741239192853746316279584487635921925418673
408309001290050873007600000619005248870400009503090706081920460900006300060803090,458379621296154873137682954619735248872461539543298716381927465924516387765843192
000874062090006508070059314600500783003098025200000090500703840087000200024005007,135874962492136578876259314649512783713498625258367491561723849387941256924685137
915008000403700090708149030050910380894030000000800040301490600049000753082000014,915328476423756891768149235256914387894537162137862549371495628649281753582673914
008000000437268100000570248002854903800009024000600080091040007005100009600900012,528491736437268195916573248162854973853719624749632581291346857385127469674985312
006590007200003064098674000469027050001060432002451096900040020700000609024000073,146592387257183964398674215469327158571869432832451796983746521715238649624915873
002513000000400509570000000306000074807020003900706200005107392001390600709000000,492513786163478529578269431326851974857924163914736258645187392281395647739642815
000000730000006004217540090078630000020705061090000070706020040002307006380469027,864912735539876214217543698178634952423795861695281473756128349942357186381469527
004518276671000908802607034036925800105306000240700063003069007008170000020050019,394518276671432958852697134736925841185346792249781563513269487968174325427853619
602000030870203000130508009780602050000085700000410802000320005008706914950840027,692174538875293146134568279789632451241985763563417892417329685328756914956841327
102053907568409230009100800631285079204701506080604012407518003813060705956347128,142853967568479231379126854631285479294731586785694312427518693813962745956347128
600300000400201700107400005068742900041003607902000040010020003000107486894600102,659378214483251769127469835368742951541983627972516348716824593235197486894635172
700090005250040107300051802090020560860510270027830410605000020002065001980074356,718392645259648137346751892193427568864519273527836419675183924432965781981274356
000708010200500600768000045100870460073006900642019050587030100031900876000187530,354768219219543687768291345195872463873456921642319758587634192431925876926187534
084136000001420786000800000970208501008019400142500008060000000030080005000004093,784136259391425786526897314973248561658719432142563978869352147437981625215674893
013090020875002460420700300701000080000070003030208706360000100050647908940300002,613495827875132469429786351791563284286974513534218796367829145152647938948351672
002040590054398720968050001685070013401206870200185964749810650810027039523960087,372641598154398726968752341685479213491236875237185964749813652816527439523964187
720000346000700000500900020000300400903001200214057090090160002008030179000500080,729815346341726958586943721865392417973481265214657893497168532658234179132579684
030010490145000682069000501001046803380059006070320009000060218600291000000870065,832615497145937682769482531921746853384159726576328149497563218658291374213874965
000509001900087400850000090702800150148375060563090807004056300009008020305902018,436529781921687435857413296792864153148375962563291847284156379619738524375942618
003000000210008070087135026005310007000004603430060900070021060002053000000000038,543672189216948375987135426625319847791284653438567912379821564862453791154796238
820069301010070590090102708080207406700950183653010920204300005009000034538724610,827569341416873592395142768981237456742956183653418927264391875179685234538724619
020906081080000750000007600008470590079080010000600270836005020000160800501300907,427956381683241759915837642168472593279583416354619278836795124792164835541328967
002605017300200954004007800040506298500000643006390001000700106000000020921060700,892645317367281954154937862743516298519872643286394571435729186678153429921468735
000140302800690001000030940700080513030059000000703090420508039100360075000920008,967145382843692751512837946794286513631459827258713694426578139189364275375921468
026010057700600003090025014000540108035098000280076030800900060900060080060002001,426319857751684293398725614679543128135298476284176539843951762912467385567832941
280506001000029560069070028320057006008040030600000004716008050005000812000010000,287536941143829567569174328324957186978641235651382794716298453495763812832415679
400030008000009007600000400062080175100072300300610290210000063000000801730008900,429736518851249637673851429962483175145972386387615294218594763596327841734168952
030000920409512003000940005690000087317800200200700390100089500020065700953400010,531678924469512873782943165695231487317894256248756391176389542824165739953427618
002008015003750028006100900000007060000083001060001450074010000150009000030400007,742968315913754628586132974391547862425683791867291453274816539158379246639425187
650230480084010600732600950105000090070000145490051000310582764007396018568004300,651239487984715632732648951125467893876923145493851276319582764247396518568174329
070000302000008600360702005610504008003080000840623000080005096500009100790861503,478956312125438679369712845612594738953187264847623951281375496536249187794861523
000050002285306400097000300021000000004900085039860041400509100050000070906080524,643157892285396417197248356821475639764931285539862741478529163352614978916783524
001945700500001390040600100800127039703050601104300800000510280200000900000802007,381945762576281394942673158865127439793458621124396875437519286258764913619832547
319052786570690040000710952054021800127800530900570601005006210290040000001000000,319452786572698143846713952654321879127869534983574621435986217298147365761235498
058004062900000408346010790030920047800005010407080200000006020080032000004079500,758394162921567438346218795635921847892745316417683259173856924589432671264179583
813507090700103600950000713072980000001625987000004162148700520090450801365810470,813567294724193658956248713672981345431625987589374162148739526297456831365812479
090782043400561028020009000012007694950600001760004032270410380046030210183000060,695782143437561928821349756312857694954623871768194532279416385546938217183275469
300018645610300000904060120001406090200037014708000000400159000092603050050802400,327918645615324978984765123531486297269537814748291536476159382892643751153872469
706000080043900006510063927080059730950700002027008059809300265002005190160800004,796521483243987516518463927684259731951736842327148659879314265432675198165892374
000508924350024867428679050946715238802943675537206000100067482280450096074002513,761538924359124867428679351946715238812943675537286149195367482283451796674892513
800109267175006300090004001380740002007098500009230670030007400920400000004502980,843159267175826349692374851386745192217698534459231678531987426928463715764512983
300100900940380060026709050000610003001070890050400010803001005000800731412037609,387156942945382167126749358294618573631275894758493216873961425569824731412537689
032710906000000785080500020420060090970000604803900000700000300310052007008000410,532718946194236785687594123421367598975821634863945271746189352319452867258673419
000350070746098050300742086009020500000004092000079030934201005150007320600005408,281356974746198253395742186819623547573814692462579831934281765158467329627935418
006800579058647123007390800380760000701000000502481300803070605109026000005038712,436812579958647123217395846384769251761253984592481367823174695179526438645938712
000004038050080900400109002380000600000002503060308007603900800275846090091537260,926754138157283946438169752382475619714692583569318427643921875275846391891537264
305006000928174530070203081630520040590040600000960150800600200050000400702009000,315896724928174536476253981637521849591348672284967153843615297159732468762489315
007800230039000060604000701300564072410973006076080003001025098940018307823097015,157846239239751864684239751398564172412973586576182943761325498945618327823497615
908034016451070080206081047100700050600800902397005861560190000020050198019247600,978534216451672389236981547182769453645813972397425861563198724724356198819247635
470605900000019050015380462602801079094002810580903004000000090109754386006000140,478625931263419758915387462632841579794562813581973624847136295129754386356298147
021005004050400206006000080500000000090104800360980020400018000602503700175246090,721865934853479216946321587518632479297154863364987125439718652682593741175246398
907402080080600050502000006200840005800020700154700009690200000000970060000064001,967452183381697452542183976279841635836529714154736829695218347413975268728364591
008390010639180452104052000725438000980706000306915007000841020010279504092503008,258394716639187452174652839725438691981726345346915287567841923813279564492563178
000000068307206590025010740071900085200008100030067420743600800056020900102084076,914375268387246591625819743471932685269458137538167429743691852856723914192584376
070500862010700040000020107140030090000040005030900000451203670600400000093015408,374591862512768943986324157145832796269147385837956214451283679628479531793615428
821940060070180020069720800005208090980000205102030780798050642000400108014007903,821945367473186529569723814635278491987614235142539786798351642356492178214867953
000020315036700490000840720001200674690087000040005280403178060120564837008000540,874926315236751498915843726581239674692487153347615289453178962129564837768392541
080007000600008710090500830914000200000900003050064090000609004038400079400080300,385127946642398715197546832914853267826971453753264198271639584538412679469785321
710000803805700000030401752001907300208030079097200105000840030572006004080579260,714625893825793416936481752641957328258134679397268145169842537572316984483579261
064098370109305020053006000697240583005060140400500269072604801500080400000010700,264198375189375624753426918697241583325869147418537269972654831531782496846913752
000509203100800000090430001007051900030070020004090567000100006001026000470005010,648519273123867495795432681867251934539674128214398567982143756351726849476985312
890000500700260000005098613500047260903000050027900081300012097070583406600070130,896134572731265948245798613518347269963821754427956381354612897179583426682479135
413706590900430060800000030100349200004080001050160400000600800008003005000814007,413726598975438162862951734187349256634582971259167483321675849748293615596814327
240910650503680000000007304452009083070008002068042509700006835634870200805021046,247913658513684927986257314452769183179538462368142579721496835634875291895321746
008009704000254098094010050800000405706400001003570209371040982485900010000001503,518369724637254198294817356829136475756492831143578269371645982485923617962781543
005800076001070009790500023050048732810000060307005981580201300160700090074083000,425839176631472859798516423956148732812397564347625981589261347163754298274983615
006048275050216000342000080600090050200050041001063802490021760100700920800000010,916348275758216439342975186684192357239857641571463892493521768165784923827639514
000009010060108502150007030502000000681400003034000005010926354000000007295030800,428359716763148592159267438572813649681495273934672185817926354346581927295734861
000070009029004630004006050102090000003081902090600508258709160000008025070020004,615273489729854631834916257182597346563481972497632518258749163941368725376125894
040300000100000060098470000030100580960000001000050034806001007300060812009280005,642318759173925468598476123437192586965834271281657934826541397354769812719283645
080900037000140000090000100050000910008004060013008070360020000800071092100309650,481962537536147829792853146254736918978514263613298475369425781845671392127389654
640032701090800050300650009010085600000700000070000012001574003700300040450000008,645932781192847356387651429914285637238716594576493812821574963769328145453169278
070400350810900720600270410501607090087352164020009500100500600760124005095780040,279461358814935726653278419531647892987352164426819573142593687768124935395786241
100300600004089003003012405940000001012065000006701042000920014609100280421000900,195347628264589173783612495947238561812465739356791842578926314639154287421873956
540067302008030015000541006709000500005000070006025000003000650904070803860300041,541867392678239415392541786729413568135698274486725139213984657954176823867352941
470910000030780400000042760105020903900600074040000025706034051350801097018509346,472916538639785412581342769165427983923658174847193625796234851354861297218579346
074200500080005309519830420820706043906503007731000602403000001100000095098651734,374269518682145379519837426825716943946523187731498652453972861167384295298651734
692100030000203008480076001208000000346820000570601040005010000007000059064000020,692148537751293468483576291218459376346827915579631842935712684827364159164985723
387912060490080012150467800800690057600750208705038196268043901974126583513800624,387912465496385712152467839821694357639751248745238196268543971974126583513879624
900600007600070809407802063036000712000106000040300906001564230500000000004000070,928653147653471829417892563836945712279186354145327986791564238562738491384219675
050087300420000000000000000000270810010953200700800000070038600630009185089160030,951687342427391568368542791593274816816953274742816953175438629634729185289165437
087310200000020008001800030000006502800000900906572403003000700020000805008469020,687314259395627148241895637734986512852143976916572483163258794429731865578469321
845306007020050008379800650230000001100600500508701000000574006400060900706030140,845396217621457398379812654234985761197643582568721439913574826452168973786239145
060020907503080020820900300400003750900010034032500019000058000041002590250009006,164325987593786421827941365416893752985217634732564819679158243341672598258439176
070600000000720000280010060754000013601097008908050040012030000800000104090801300,179685432346729581285314769754268913631497258928153647412936875863572194597841326
514037008700001304080400910000600000000713000170000803390070480850360091607000500,514937268769821354283456917435682179928713645176549823391275486852364791647198532
763920040000730062002016780800650200197042800050009014020000508080190000609085000,763928145518734962942516783834651279197342856256879314321467598485193627679285431
390180750104056030865003200046020108037840965918070423000500094000438010003010680,392184756174256839865793241546329178237841965918675423781562394629438517453917682
000000104300084060746000050070000830130005000090003021080030000003090006001408900,825367194319584762746219358572146839138925647694873521987632415453791286261458973
009000204050201008800000300530004672940007003010836000083000920190000037007003501,679358214354261798821479365538194672946527183712836459483715926195642837267983541
200075006068040971070800502000307160043000800106000327310009640607450000004600009,231975486568243971479816532952387164743162895186594327315729648697458213824631759
060082005020365080010070000000800740204000816000700030901000008008290074030508900,367182495429365187815479623593816742274953816186724539941637258658291374732548961
103000200905020460260000709000000002792060500300872016007200005009741020001039800,143697258975328461268415739816954372792163584354872916437286195589741623621539847
985710002020459180401608507000000010198307054007005036300086420810974000654030000,985713642726459183431628597563842719198367254247195836379586421812974365654231978
290850017500247800003009540900020751437500209102900400305702984000090306009408075,294853617561247893873619542986324751437581269152976438315762984748195326629438175
300005076070200008090760000016357829807609500903842610564970100132486090789521364,348195276671234958295768431416357829827619543953842617564973182132486795789521364
030206914124803060965040000409681300213000690086320001000930106008410530390760840,837256914124893765965147283459681327213574698786329451542938176678412539391765842
310007800420390000000040073930000000200080090004020100580009061109800730060004980,316257849427398516895641273938175624251486397674923158582739461149862735763514982
734182695810790200920046871180034762070629018642810350267008140350461027400000586,734182695816795234925346871189534762573629418642817359267958143358461927491273586
702900300906430000413002005604180502028067040500004003009000000800709236167005008,782956314956431827413872965694183572328567149571294683239648751845719236167325498
005000019002009300090361000000930042007815690053620100580006931310058700000190008,635742819172589364498361275861937542247815693953624187584276931319458726726193458
700960500032005780590070604000054003040006208200800100005090820000000376080000405,714968532632145789598372614871254963943716258256839147365497821429581376187623495
305006007070203069460107005080301970001004300000079010016008523034000700000000000,325496187178253469469187235582361974791824356643579812916748523234615798857932641
050670040704000010200148506000804732000013960300560081800926050670430108005081004,158679243764352819293148576516894732487213965329567481841926357672435198935781624
700095000590002860403007100156920078002750016000004092270081640600040000310200080,768195234591432867423867159156923478942758316837614592279581643685349721314276985
500370920000500003830009407190000000700000306040057100005060000027080000083040602,564378921279514863831629457198436275752891346346257189415962738627183594983745612
000109052041300680602458300830200907005000003100706548060513024050802000210674005,387169452541327689692458371836245917475981263129736548968513724754892136213674895
004627390007145608000093701409050000030000900072409000040002817256781400710030006,184627395397145628625893741469358172531276984872419563943562817256781439718934256
700020100409017020000460907500032001001000038040001670204305009300000050800204063,736928145489517326152463987578632491621749538943851672264375819397186254815294763
000070150003001000400260008030705009002003000500928601090030002000190700204086010,829374156763851294451269378638715429912643587547928631195437862386192745274586913
000670003028300400300080026004900700093800160785104300031006000500209041042718630,419672583628395417357481926164923758293857164785164392831546279576239841942718635
100064090047001308396200040002008900604000010000003054903000500000709020470030000,158364792247591368396287145512478936634925817789613254923846571861759423475132689
002705941080001356415030870806002413370564208000318500963027005528106734147000629,632785941789241356415639872856972413371564298294318567963427185528196734147853629
500470683400080900007390041043010872005060310912700060304056720106823490258047136,529471683431682957867395241643519872785264319912738564394156728176823495258947136
089000320673902541400360908050040610000006832002098457000607204806504000007800000,589471326673982541421365978758243619194756832362198457935617284816524793247839165
203090070070804003109573286367000025908705360000000090032650040004039057790481002,283196574576824913149573286367918425928745361451362798832657149614239857795481632
003000059000003000490856237057000000300000105062080304030470006205608700006200918,623147859578923461491856237957314682384762195162589374839471526215698743746235918
800062034004897010200104687078005203050309008030700400503608100080251006020943805,817562934364897512295134687678415293451329768932786451543678129789251346126943875
900300010005006000068009200080030750570080306001067009857090060120000904093001000,942358617715246893368719245684932751579184326231567489857493162126875934493621578
